npi,name,phone,address,city,state,zip,taxonomy,provider_type,website,search_query
1144275140,Jason D. Baron,7137838889,5500 GUHN RD,Houston,TX,770406161,Case Management,Organization,,"""Jason D. Baron"" Houston TX mental health practice"
1003202318,Jason James,7134899142,7515 MAIN ST STE 400,Houston,TX,77030,"Psychiatry & Neurology, Psychiatry",Organization,,"""Jason James"" Houston TX mental health practice"
1720380421,Jerri P Sethna,2813970200,17115 RED OAK DR SUITE 116,Houston,TX,770902641,"Psychiatry & Neurology, Psychiatry",Organization,,"""Jerri P Sethna"" Houston TX mental health practice"
1851326730,Jorge A Raichman,7137726519,7500 BEECHNUT ST SUITE 214,Houston,TX,77074,"Psychiatry & Neurology, Psychiatry",Organization,,"""Jorge A Raichman"" Houston TX mental health practice"
1346275229,Jose A Gutierrez,7137726519,7500 BEECHNUT SUITE 214,Houston,TX,77074,"Psychiatry & Neurology, Psychiatry",Organization,,"""Jose A Gutierrez"" Houston TX mental health practice"
1053854935,Joseph Malieto Heath,8323154328,2001 LADBROOK DR,Kingwood,TX,773393004,"Psychiatry & Neurology, Psychiatry",Organization,,"""Joseph Malieto Heath"" Kingwood TX mental health practice"
1619274354,Jsa Health Texas,8887927122,410 PIERCE ST STE 103,Houston,TX,770028749,"Psychiatry & Neurology, Psychiatry",Organization,,"""Jsa Health Texas"" Houston TX mental health practice"
1811526635,Kambiz Jahanian,2103871923,7601 FANNIN ST,Houston,TX,770541905,"Psychiatry & Neurology, Psychiatry",Organization,,"""Kambiz Jahanian"" Houston TX mental health practice"
1639585433,Kh Psychiatry,7136009554,5314 DASHWOOD DR SUITE 200,Houston,TX,770814603,"Psychiatry & Neurology, Psychiatry",Organization,,"""Kh Psychiatry"" Houston TX mental health practice"
1396807350,Kinghaven Counseling Group,7134574372,6100 HILLCROFT AVE STE 642,Houston,TX,770811009,Case Management,Organization,https://kinghavencounseling.com/contact-us/,"""Kinghaven Counseling Group"" Houston TX mental health practice"
1194957464,Larry Flowers,2815805061,1125 CYPRESS STATION DR BLDG B-1,Houston,TX,770903054,"Psychiatry & Neurology, Psychiatry",Organization,,"""Larry Flowers"" Houston TX mental health practice"
1821163379,Laura L Champagne,7136478855,9055 KATY FWY SUITE 418,Houston,TX,770241624,"Psychiatry & Neurology, Psychiatry",Organization,,"""Laura L Champagne"" Houston TX mental health practice"
1639443435,Lawrenceg. Root,7137570894,1315 ST JOSEPH PKWY SUITE 1500,Houston,TX,770028233,"Psychiatry & Neurology, Psychiatry",Organization,,"""Lawrenceg. Root"" Houston TX mental health practice"
1588878870,Lighthouse For The Blind Of Houston,7132848494,3602 W DALLAS ST,Houston,TX,770191704,"Clinic/Center, Adult Day Care",Organization,https://houstonlighthouse.org/,"""Lighthouse For The Blind Of Houston"" Houston TX mental health practice"
1699923466,Lk & D Enterprises,2815869971,1125 CYPRESS STATION DR BLDG B #1 & #2,Houston,TX,770901602,"Psychiatry & Neurology, Psychiatry",Organization,,"""Lk & D Enterprises"" Houston TX mental health practice"
1891746970,Lone Star Circle Of Care,5128681124,2423 WILLIAMS DR,Georgetown,TX,786283200,"Clinic/Center, Federally Qualified Health Center (FQHC)",Organization,https://lonestarcares.org/,"""Lone Star Circle Of Care"" Georgetown TX mental health practice"
1851851133,Lone Star Health Center,2818849989,2626 S LOOP W STE 320,Houston,TX,770542649,,Organization,https://www.lonestarfamily.org/pharmacy/,"""Lone Star Health Center"" Houston TX mental health practice"
1699696161,Lotus Behavioral Health Services,4046920232,616 FM 1960 RD W STE 770B,Houston,TX,770903026,"Psychiatry & Neurology, Psychiatry",Organization,https://lotusbhservices.com/,"""Lotus Behavioral Health Services"" Houston TX mental health practice"
1124868229,Lovejoy Health,9144343300,24 GREENWAY PLZ STE 1800,Houston,TX,770462457,"Counselor, Mental Health",Organization,https://lovejoy.health/,"""Lovejoy Health"" Houston TX mental health practice"
1316648728,Lynx Behavioral Health,3466044780,480 N SAM HOUSTON PKWY E # 380B,Houston,TX,770603550,"Psychiatry & Neurology, Psychiatry",Organization,,"""Lynx Behavioral Health"" Houston TX mental health practice"
1780365395,M & D Professional Enterprizes,3464527533,618 1ST STREET E UNIT E,Humble,TX,773384607,"Psychiatry & Neurology, Psychiatry",Organization,,"""M & D Professional Enterprizes"" Humble TX mental health practice"
1639970734,Mana Health Partners Tx,7136442102,7633 BELLFORT ST,Houston,TX,770611703,Internal Medicine,Organization,,"""Mana Health Partners Tx"" Houston TX mental health practice"
1649940958,Manjeshwar Ramakrishna Prabhu,7139600344,1147 BRITTMOORE RD STE 4,Houston,TX,770435039,"Psychiatry & Neurology, Psychiatry",Organization,,"""Manjeshwar Ramakrishna Prabhu"" Houston TX mental health practice"
1164084729,Marangell And Al Jurdi,7134895000,24 GREENWAY PLZ STE 2020,Houston,TX,770462445,"Psychiatry & Neurology, Psychiatry",Organization,,"""Marangell And Al Jurdi"" Houston TX mental health practice"
1053765107,Marangell And Al Jurdi,7134895000,24 GREENWAY PLZ STE 2020,Houston,TX,770462445,"Psychiatry & Neurology, Psychiatry",Organization,,"""Marangell And Al Jurdi"" Houston TX mental health practice"
1134220650,Martha St. John,2814973500,11767 KATY FWY SUITE 364,Houston,TX,770791716,"Psychiatry & Neurology, Psychiatry",Organization,https://www.doctorstjohn.com/our-team/martha-st-john-md/,"""Martha St. John"" Houston TX mental health practice"
1285192658,Marvelous Counseling & Therapy,2815084466,13700 VETERANS MEMORIAL DR STE 100,Houston,TX,770141017,Case Management,Organization,https://marvelouscounseling.com/,"""Marvelous Counseling & Therapy"" Houston TX mental health practice"
1962078238,Maryann Muyco,2818246896,"2211 NORFOLK, SUITE 140",Houston,TX,77098,"Psychiatry & Neurology, Psychiatry",Organization,https://www.muycomd.com/,"""Maryann Muyco"" Houston TX mental health practice"
1477857720,Matthew Brams Md Alice Mao,7138646694,550 WESTCOTT ST STE. 520,Houston,TX,770079015,"Psychiatry & Neurology, Psychiatry",Organization,,"""Matthew Brams Md Alice Mao"" Houston TX mental health practice"
1477230100,Melton Psychiatry,8329301190,2211 NORFOLK ST STE 535,Houston,TX,770984164,"Psychiatry & Neurology, Psychiatry",Organization,,"""Melton Psychiatry"" Houston TX mental health practice"
1417184474,Michael D Lesem,8325381479,4306 YOAKUM BLVD STE 230,Houston,TX,770065878,"Psychiatry & Neurology, Psychiatry",Organization,https://www.lesemmd.com/about-us,"""Michael D Lesem"" Houston TX mental health practice"
1366713224,Midtown Psychiatry And Tms Center,7134263100,5225 KATY FWY SUITE 650,Houston,TX,770072292,"Psychiatry & Neurology, Psychiatry",Organization,https://midtownpsychiatrytms.wordpress.com/,"""Midtown Psychiatry And Tms Center"" Houston TX mental health practice"
1912433517,Milena Newhook,3467600500,920 FROSTWOOD DR,Houston,TX,770242314,"Psychiatry & Neurology, Psychiatry",Organization,https://www.drmilenanewhook.com/,"""Milena Newhook"" Houston TX mental health practice"
1053319384,Milton Altschuler,7136225480,4550 POST OAK PLACE DR STE 320,Houston,TX,770273165,"Psychiatry & Neurology, Psychiatry",Organization,,"""Milton Altschuler"" Houston TX mental health practice"
1073163093,Mind & Brain,8326997922,9432 KATY FWY STE 460,Houston,TX,770556349,"Psychiatry & Neurology, Psychiatry",Organization,https://www.houstonmindandbrain.com/,"""Mind & Brain"" Houston TX mental health practice"
1154272508,Mind Vibe Houston,3465561185,7777 SOUTHWEST FWY STE 934,Houston,TX,770741813,"Psychiatry & Neurology, Psychiatry",Organization,https://www.mindvibe.com/location/texas/houston/,"""Mind Vibe Houston"" Houston TX mental health practice"
1134888902,Mindful Health Solutions Tx,8448678444,1200 BINZ ST STE 480,Houston,TX,770046942,"Psychiatry & Neurology, Psychiatry",Organization,https://mindfulhealthsolutions.com/houston-tx/,"""Mindful Health Solutions Tx"" Houston TX mental health practice"
1871448175,Mindful Medical Group,4256407009,16225 PARK TEN PL STE 500,Houston,TX,770845152,"Psychiatry & Neurology, Psychiatry",Organization,,"""Mindful Medical Group"" Houston TX mental health practice"
1215675152,Mindrestorative Psychiatry,4093331344,2500 CITYWEST BLVD STE 150,Houston,TX,770423034,"Psychiatry & Neurology, Psychiatry",Organization,https://www.mindrestorative.com/,"""Mindrestorative Psychiatry"" Houston TX mental health practice"
1760343206,Mindshift Mental Health Urgent Care,3463303730,8850 HUFFMEISTER RD,Houston,TX,770955493,"Psychiatry & Neurology, Psychiatry",Organization,https://mindshift.care/,"""Mindshift Mental Health Urgent Care"" Houston TX mental health practice"
1659231884,Monica Grover,7133709655,1500 WAUGH DR STE 104,Houston,TX,770193911,"Psychiatry & Neurology, Psychiatry",Organization,,"""Monica Grover"" Houston TX mental health practice"
1497126122,Mpp Mso,3368646694,550 WESTCOTT ST SUITE 520,Houston,TX,770079015,"Psychiatry & Neurology, Psychiatry",Organization,,"""Mpp Mso"" Houston TX mental health practice"
1851590954,Mumtaz Suleman,2813166501,2060 SPACE PARK DR SUITE 404,Houston,TX,770583600,"Psychiatry & Neurology, Psychiatry",Organization,,"""Mumtaz Suleman"" Houston TX mental health practice"
1316485063,Mw Psychiatry,7137011998,1200 BINZ ST STE 520,Houston,TX,770046900,"Psychiatry & Neurology, Psychiatry",Organization,,"""Mw Psychiatry"" Houston TX mental health practice"
1790178390,Natalia Kazakevich,7136009500,5314 DASHWOOD DR,Houston,TX,770814603,"Psychiatry & Neurology, Psychiatry",Organization,,"""Natalia Kazakevich"" Houston TX mental health practice"
1457945602,Neighborhood Care Community Centers,8327747177,7324 SOUTHWEST FWY STE 800,Houston,TX,770742057,Case Management,Organization,,"""Neighborhood Care Community Centers"" Houston TX mental health practice"
1326759226,Neuralign,7138407956,8703 MEADOWCROFT DR,Houston,TX,770635006,"Psychiatry & Neurology, Psychiatry",Organization,https://neuralign.us/purchase,"""Neuralign"" Houston TX mental health practice"
1689393266,Neuro Care Associates,2814811197,11920 ASTORIA BLVD STE 300,Houston,TX,770896097,"Psychiatry & Neurology, Psychiatry",Organization,,"""Neuro Care Associates"" Houston TX mental health practice"
1730688300,Neuropsychiatric And Behavioral Consulting,7133461551,4888 LOOP CENTRAL DR STE 510,Houston,TX,770812226,"Psychiatry & Neurology, Psychiatry",Organization,,"""Neuropsychiatric And Behavioral Consulting"" Houston TX mental health practice"
1144141201,Nexa Behavioral Health,7025760775,5502 1ST ST,Katy,TX,774932472,"Psychiatry & Neurology, Psychiatry",Organization,https://nexabh.com/,"""Nexa Behavioral Health"" Katy TX mental health practice"
1629831946,Nexus Behavioral Care,8324227777,11455 FALLBROOK DR STE 302,Houston,TX,770654268,"Psychiatry & Neurology, Psychiatry",Organization,,"""Nexus Behavioral Care"" Houston TX mental health practice"
1265715965,Nichole Tomjanovich,7135201411,2323 S SHEPHERD DR SUITE 1012,Houston,TX,770197019,"Psychiatry & Neurology, Psychiatry",Organization,,"""Nichole Tomjanovich"" Houston TX mental health practice"
1508289083,Nneka Edokpayi,8325643526,118 ELDRIDGE RD STE A,Sugar Land,TX,774784695,Internal Medicine,Organization,,"""Nneka Edokpayi"" Sugar Land TX mental health practice"
1710147897,Nora J Davis,2812829000,17000 EL CAMINO REAL STE 302A,Houston,TX,77058,"Psychiatry & Neurology, Psychiatry",Organization,,"""Nora J Davis"" Houston TX mental health practice"
1992346647,Norax Health,2816994343,9100 SOUTHWEST FREE WAY SUITE 165,Houston,TX,77074,"Psychiatry & Neurology, Addiction Psychiatry",Organization,,"""Norax Health"" Houston TX mental health practice"
1164719795,North Houston Psychiatry,2816310081,14335 TORREY CHASE BLVD STE E,Houston,TX,770141634,"Psychiatry & Neurology, Psychiatry",Organization,http://www.northhoustonpsychiatry.com/,"""North Houston Psychiatry"" Houston TX mental health practice"
1265216550,Nubia Lluberes,8327903093,3131 EASTSIDE ST STE 450,Houston,TX,770981947,"Psychiatry & Neurology, Psychiatry",Organization,,"""Nubia Lluberes"" Houston TX mental health practice"
1184276909,Nume Tms Texas,8554231746,2211 NORFOLK ST STE 740,Houston,TX,770984062,"Psychiatry & Neurology, Psychiatry",Organization,,"""Nume Tms Texas"" Houston TX mental health practice"
1780278036,Nurturing Arms Counseling Services,8327747177,7324 SOUTHWEST FWY STE 800,Houston,TX,770742057,Case Management,Organization,https://nurturingarmscare.org/,"""Nurturing Arms Counseling Services"" Houston TX mental health practice"
1427662410,Olubunmi Asana,2814630889,9539 HUFFMEISTER RD,Houston,TX,770952856,"Psychiatry & Neurology, Psychiatry",Organization,,"""Olubunmi Asana"" Houston TX mental health practice"
1639061609,Omnia Health Collective,7134982112,3100 WESLAYAN ST STE 380,Houston,TX,770275736,Family Medicine,Organization,https://www.omnia-hc.com/,"""Omnia Health Collective"" Houston TX mental health practice"
1184287385,On Site Counseling Of Georgia,7139428100,3007 CAROLINE ST,Houston,TX,770042822,"Psychologist, Clinical",Organization,,"""On Site Counseling Of Georgia"" Houston TX mental health practice"
1053953513,On Site Counseling Of Oklahoma,7139428100,3007 CAROLINE ST,Houston,TX,770042822,"Psychologist, Clinical",Organization,,"""On Site Counseling Of Oklahoma"" Houston TX mental health practice"
1033751557,On Site Of North Carolina,7139428100,3007 CAROLINE ST,Houston,TX,770042822,"Psychologist, Clinical",Organization,,"""On Site Of North Carolina"" Houston TX mental health practice"
1114569035,Onsite Counseling Of Indiana,7139428100,3007 CAROLINE ST,Houston,TX,770042822,"Psychologist, Clinical",Organization,,"""Onsite Counseling Of Indiana"" Houston TX mental health practice"
1427690346,Onsite Counseling Of Louisiana,7139428100,3007 CAROLINE ST,Houston,TX,770042822,"Psychologist, Clinical",Organization,,"""Onsite Counseling Of Louisiana"" Houston TX mental health practice"
1043852973,Onsite Counseling Of Pennsylvania,7139428100,3007 CAROLINE ST,Houston,TX,770042822,"Psychologist, Clinical",Organization,,"""Onsite Counseling Of Pennsylvania"" Houston TX mental health practice"
1992656557,Opa Health Holdings,7138207040,11500 SPACE CENTER BLVD,Houston,TX,770593603,"Psychiatry & Neurology, Psychiatry",Organization,,"""Opa Health Holdings"" Houston TX mental health practice"
1972969491,Palms Clinical Services,8322484636,1010 WAVERLY ST,Houston,TX,770086760,Marriage & Family Therapist,Organization,,"""Palms Clinical Services"" Houston TX mental health practice"
1982296430,Parallel Wellness Center,4697667684,17350 STATE HIGHWAY 249 STE 220 #4479,Houston,TX,770647600,"Nurse Practitioner, Psych/Mental Health",Organization,,"""Parallel Wellness Center"" Houston TX mental health practice"
1194057083,Patricia P Corke Mdpa,2813335740,18333 EGRET BAY BLVD SUITE 305,Houston,TX,770583265,"Psychiatry & Neurology, Psychiatry",Organization,,"""Patricia P Corke Mdpa"" Houston TX mental health practice"
1174661532,Paulo R. Bettega,7138501190,6700 BELLAIRE BLVD,Houston,TX,770744906,"Psychiatry & Neurology, Psychiatry",Organization,,"""Paulo R. Bettega"" Houston TX mental health practice"
1225451776,Piedmont Behavioral Services,9192972930,17070 RED OAK DR STE 303,Houston,TX,770902616,"Psychiatry & Neurology, Psychiatry",Organization,,"""Piedmont Behavioral Services"" Houston TX mental health practice"
1811424195,Praetorian Rx,3035245972,1880 S DAIRY ASHFORD RD STE 106,Houston,TX,770774759,Family Medicine,Organization,,"""Praetorian Rx"" Houston TX mental health practice"
1407611346,Present Telepsychiatry,8325521578,1415 NORTH LOOP W STE 300-14,Houston,TX,770081664,"Psychiatry & Neurology, Psychiatry",Organization,https://presentpsychiatry.com/,"""Present Telepsychiatry"" Houston TX mental health practice"
1063470912,Primary Medicine Center,7137900745,7707 FANNIN ST SUITE 205,Houston,TX,770541926,"Psychiatry & Neurology, Psychiatry",Organization,,"""Primary Medicine Center"" Houston TX mental health practice"
1760297600,Primrose Psychiatric Services,5714600298,10425 HUFFMEISTER RD STE 420,Houston,TX,770653429,"Psychiatry & Neurology, Psychiatry",Organization,,"""Primrose Psychiatric Services"" Houston TX mental health practice"
1942698139,Progressive Multi-specialty Group,2819933733,1113 WEST BAKER ROAD SUITE F,Baytown,TX,775212391,General Practice,Organization,,"""Progressive Multi-specialty Group"" Baytown TX mental health practice"
1770125676,Psych Counseling,7139428100,3007 CAROLINE ST,Houston,TX,770042822,"Psychologist, Clinical",Organization,,"""Psych Counseling"" Houston TX mental health practice"
1033721279,Psych Insight Plcc,8447467444,19 BRIAR HOLLOW LN SUITE 265,Houston,TX,77027,"Psychiatry & Neurology, Psychiatry",Organization,,"""Psych Insight Plcc"" Houston TX mental health practice"
1972463560,Psych Md Medical Group,7184144772,709 REINICKE ST,Houston,TX,770075162,"Psychiatry & Neurology, Psychiatry",Organization,,"""Psych Md Medical Group"" Houston TX mental health practice"
1831980747,Psych Me,4802394747,4802 WARM SPRINGS RD,Houston,TX,770355921,"Psychiatry & Neurology, Psychiatry",Organization,,"""Psych Me"" Houston TX mental health practice"
1487940599,Psychiatric Services Of Houston And Associates I,7138500049,4635 SOUTHWEST FWY STE 635,Houston,TX,770277112,"Psychiatry & Neurology, Psychiatry",Organization,,"""Psychiatric Services Of Houston And Associates I"" Houston TX mental health practice"
1134415243,Psychiatric Services,7138500049,4635 SOUTHWEST FWY STE 635,Houston,TX,770277112,"Psychiatry & Neurology, Psychiatry",Organization,,"""Psychiatric Services"" Houston TX mental health practice"
1013476027,Psychiatry Of Texas,8328694818,7877 WILLOW CHASE BLVD,Houston,TX,770705934,"Psychiatry & Neurology, Psychiatry",Organization,,"""Psychiatry Of Texas"" Houston TX mental health practice"
1639747264,Psychiatry Relief,8329757460,16316 FM 529 RD STE B,Houston,TX,770951465,"Psychiatry & Neurology, Psychiatry",Organization,https://psychiatryrelief.com/,"""Psychiatry Relief"" Houston TX mental health practice"
1164640629,Psychotherapy Associates,7136228411,3000 WESLAYAN ST SUITE 347,Houston,TX,770275700,"Social Worker, Clinical",Organization,https://www.acadiapsychotherapy.com/depression-therapy,"""Psychotherapy Associates"" Houston TX mental health practice"
1891527289,Psychplus Associates Of Alaska,8328694818,7877 WILLOW CHASE BLVD,Houston,TX,770705934,"Psychiatry & Neurology, Psychiatry",Organization,https://psychplus.com/entities/,"""Psychplus Associates Of Alaska"" Houston TX mental health practice"
1154153542,Psychplus Associates Of Hawaii,8328694818,7877 WILLOW CHASE BLVD,Houston,TX,770705934,"Psychiatry & Neurology, Psychiatry",Organization,https://psychplus.com/entities/,"""Psychplus Associates Of Hawaii"" Houston TX mental health practice"
1184472128,Psychplus Medical Associates Of Alaska,8328694818,7877 WILLOW CHASE BLVD,Houston,TX,770705934,Family Medicine,Organization,,"""Psychplus Medical Associates Of Alaska"" Houston TX mental health practice"
1124875588,Psychplus Medical Associates Of California,8328694818,7877 WILLOW CHASE BLVD,Houston,TX,770705934,Internal Medicine,Organization,https://psychplus.com/entities/,"""Psychplus Medical Associates Of California"" Houston TX mental health practice"
1184471542,Psychplus Medical Associates Of Hawaii,8328694818,7877 WILLOW CHASE BLVD,Houston,TX,770705934,Family Medicine,Organization,,"""Psychplus Medical Associates Of Hawaii"" Houston TX mental health practice"
1558118026,Psychplus Medical Associates,8328694818,7877 WILLOW CHASE BLVD,Houston,TX,770705934,Family Medicine,Organization,https://psychplus.com/entities/,"""Psychplus Medical Associates"" Houston TX mental health practice"
1083843528,Quality Life Hcs,7138500049,4314 YOAKUM BLVD,Houston,TX,770065818,"Community Based Residential Treatment Facility, Intellectual and/or Developmental Disabilities",Organization,,"""Quality Life Hcs"" Houston TX mental health practice"
1831043686,Qyvoratech,5072501127,18715 AMESBURY MANOR LN,Houston,TX,770943319,"Psychiatry & Neurology, Psychiatry",Organization,,"""Qyvoratech"" Houston TX mental health practice"
1770751471,Radhika Dani,7133984796,2604 QUENBY AVE,Houston,TX,770052428,"Psychiatry & Neurology, Psychiatry",Organization,https://rdanimd.com/,"""Radhika Dani"" Houston TX mental health practice"
1073208369,Real Therapy Solutions,2812053900,12712 W LAKE HOUSTON PKWY STE B-4056,Houston,TX,770446467,Case Management,Organization,,"""Real Therapy Solutions"" Houston TX mental health practice"
1821668088,Relentless Medical Group,4093440851,902 NORMANDY ST STE 100,Houston,TX,770154952,General Practice,Organization,https://relentlessmedicalgroup.com/,"""Relentless Medical Group"" Houston TX mental health practice"
1699351205,Renu Mental Wellness Group,7134087551,11500 NORTHWEST FWY # 304,Houston,TX,770926530,Clinical Neuropsychologist,Organization,https://www.renuwellnessgroup.com/,"""Renu Mental Wellness Group"" Houston TX mental health practice"
1841946191,Resilience Center Of Texas,3465885696,1401 LAKE PLAZA DRIVE SUITE 200 - SUITE 154,Spring,TX,77389,"Psychiatry & Neurology, Psychiatry",Organization,,"""Resilience Center Of Texas"" Spring TX mental health practice"
1174977045,Ricardo Delcid,7137309276,310 SUL ROSS ST,Houston,TX,770065116,"Psychiatry & Neurology, Psychiatry",Organization,https://delcidmd.com/,"""Ricardo Delcid"" Houston TX mental health practice"
1538325600,Richard B. Pesikoff M.d. & Associates,7137955424,24 GREENWAY PLZ SUITE 1204,Houston,TX,770462401,"Psychiatry & Neurology, Psychiatry",Organization,https://www.drpesikoff.com/,"""Richard B. Pesikoff M.d. & Associates"" Houston TX mental health practice"
1881876613,Richard E Palmer Jr.,2814692181,12345 JONES RD STE. 101,Houston,TX,770704855,"Psychiatry & Neurology, Psychiatry",Organization,,"""Richard E Palmer Jr."" Houston TX mental health practice"
1407112840,Richard M. Barrett M.d.p.a.,7135285096,3730 KIRBY DR 700,Houston,TX,770983905,"Psychiatry & Neurology, Psychiatry",Organization,,"""Richard M. Barrett M.d.p.a."" Houston TX mental health practice"
1780929489,Rio Grande Psychiatric Associates,7137962273,7601 FANNIN ST,Houston,TX,77054,"Psychiatry & Neurology, Psychiatry",Organization,,"""Rio Grande Psychiatric Associates"" Houston TX mental health practice"
1508848649,Robert N Earle,2812188181,1560 W BAY AREA BLVD STE 210,Friendswood,TX,775462669,"Psychiatry & Neurology, Psychiatry",Organization,,"""Robert N Earle"" Friendswood TX mental health practice"
1558380790,Rodom Medical Consulting,2815730330,2401 MORSE ST,Houston,TX,770196731,Internal Medicine,Organization,,"""Rodom Medical Consulting"" Houston TX mental health practice"
1407394844,Ruan Medical Group,7136901991,333 WEST LOOP N STE 250,Houston,TX,770247767,Internal Medicine,Organization,,"""Ruan Medical Group"" Houston TX mental health practice"
1700575503,Ruben Mind Health,7133461551,4888 LOOP CENTRAL DR STE 510,Houston,TX,770812226,"Psychiatry & Neurology, Psychiatry",Organization,,"""Ruben Mind Health"" Houston TX mental health practice"
1528557154,Rx Health,3468420424,1034 REGIONAL PARK DRIVE,Houston,TX,770601117,Case Management,Organization,,"""Rx Health"" Houston TX mental health practice"
1659180271,Saturn Behavioral Health,2814093579,709 N EMILE ST,Houston,TX,770207124,"Psychiatry & Neurology, Psychiatry",Organization,,"""Saturn Behavioral Health"" Houston TX mental health practice"
1710112727,Scott E Sprabery,7135278448,3701 KIRBY DR STE 570,Houston,TX,770983926,"Psychiatry & Neurology, Psychiatry",Organization,,"""Scott E Sprabery"" Houston TX mental health practice"
1568059996,Senior Psychcare Npho,7138500049,4635 SOUTHWEST FWY STE 635,Houston,TX,770277112,"Psychiatry & Neurology, Psychiatry",Organization,,"""Senior Psychcare Npho"" Houston TX mental health practice"
1942596903,Senior Psychcare Of Dallas I,7138500049,4635 SOUTHWEST FWY STE 635,Houston,TX,770277112,"Psychiatry & Neurology, Psychiatry",Organization,,"""Senior Psychcare Of Dallas I"" Houston TX mental health practice"
1225324270,Senior Psychcare Of San Antonio I,7138500049,4635 SOUTHWEST FWY STE 635,Houston,TX,770277112,"Psychiatry & Neurology, Psychiatry",Organization,,"""Senior Psychcare Of San Antonio I"" Houston TX mental health practice"
1114687415,Serenity Mental Health Services,2819409229,2323 MCCUE RD. #2003,Houston,TX,770566916,"Psychiatry & Neurology, Psychiatry",Organization,https://www.mindfulofserenitymhs.org/,"""Serenity Mental Health Services"" Houston TX mental health practice"
1992451512,Serenity Psychcare,2819409229,2323 MCCUE ROAD SUITE 2003,Houston,TX,770564691,"Psychiatry & Neurology, Psychiatry",Organization,https://www.serenitypsychcare.com/,"""Serenity Psychcare"" Houston TX mental health practice"
1891985271,Shamrock Psychiatric Clinic P A,7139889911,6420 HILLCROFT ST 411,Houston,TX,770813190,"Psychiatry & Neurology, Psychiatry",Organization,,"""Shamrock Psychiatric Clinic P A"" Houston TX mental health practice"
1295997948,Sheila Liu,7132710000,6614 HORNWOOD DR,Houston,TX,770745010,"Psychiatry & Neurology, Psychiatry",Organization,,"""Sheila Liu"" Houston TX mental health practice"
1760722615,Shriners Hospitals For Children,7137971616,6977 MAIN ST,Houston,TX,770303701,Orthopaedic Surgery,Organization,https://www.shrinerschildrens.org/,"""Shriners Hospitals For Children"" Houston TX mental health practice"
1124340799,Six Pines Clinic,2814198888,8850 SIX PINES DR STE 240,Shenandoah,TX,773802608,"Psychiatry & Neurology, Psychiatry",Organization,,"""Six Pines Clinic"" Shenandoah TX mental health practice"
1801576665,Skytherapist Behavioral Health Services Of Texas,4045799167,3730 KIRBY DR # 12001,Houston,TX,770983905,"Psychiatry & Neurology, Psychiatry",Organization,,"""Skytherapist Behavioral Health Services Of Texas"" Houston TX mental health practice"
1497631659,Soluna Psychiatry,8327021099,128 VISION PARK BLVD STE 230,Shenandoah,TX,773843018,"Psychiatry & Neurology, Psychiatry",Organization,,"""Soluna Psychiatry"" Shenandoah TX mental health practice"
1154160448,Song & Jahanian Clinic,2815336880,11931 S HIGHWAY 6,Sugar Land,TX,774985727,"Psychiatry & Neurology, Psychiatry",Organization,,"""Song & Jahanian Clinic"" Sugar Land TX mental health practice"
1174297303,Southwest Psychiatric Services,2489055091,3101 S AUSTIN AVE,Georgetown,TX,786267541,"Psychiatry & Neurology, Psychiatry",Organization,,"""Southwest Psychiatric Services"" Georgetown TX mental health practice"
1235526195,Sp Psychiatric Consulting,7133461551,4888 LOOP CENTRAL DR SUITE 510,Houston,TX,770812227,"Psychiatry & Neurology, Psychiatry",Organization,,"""Sp Psychiatric Consulting"" Houston TX mental health practice"
1801728134,Suzette Toombs,8323261433,1900 W GRAY ST UNIT 130385,Houston,TX,772192617,"Psychiatry & Neurology, Psychiatry",Organization,,"""Suzette Toombs"" Houston TX mental health practice"
1003573684,Synergique Healing,7138407956,8703 MEADOWCROFT DR,Houston,TX,770635006,"Psychiatry & Neurology, Psychiatry",Organization,,"""Synergique Healing"" Houston TX mental health practice"
1831649219,Tanglewood Psychiatry,7137850101,7575 SAN FELIPE ST #245,Houston,TX,770631711,"Psychiatry & Neurology, Psychiatry",Organization,,"""Tanglewood Psychiatry"" Houston TX mental health practice"
1659050904,Tetch Health Sciences,6464218985,2322 CROSSMILL LN,Katy,TX,774506792,"Clinic/Center, Medical Specialty",Organization,,"""Tetch Health Sciences"" Katy TX mental health practice"
1194355313,Texas Psychiatry Group,8326998900,2600 S GESSNER RD STE 270,Houston,TX,770633200,"Psychiatry & Neurology, Psychiatry",Organization,,"""Texas Psychiatry Group"" Houston TX mental health practice"
1639502289,Texas Specialty Care,8325403908,1110 NASA PKWY STE 410,Houston,TX,770583310,"Psychiatry & Neurology, Psychiatry",Organization,https://texasspecialtyclinic.com/blogs/what-is-mental-health-counseling-texas-specialty-care/,"""Texas Specialty Care"" Houston TX mental health practice"
1235978057,Texas Tms Center,8323804008,2929 ALLEN PKWY STE 200,Houston,TX,770197123,"Psychiatry & Neurology, Psychiatry",Organization,,"""Texas Tms Center"" Houston TX mental health practice"
1972543833,The Children's Assessment Center Foundation,7139863300,2500 BOLSOVER,Houston,TX,77005,"Counselor, Mental Health",Organization,,"""The Children's Assessment Center Foundation"" Houston TX mental health practice"
1245911940,The Hartley Clinic,7139133585,3400 BISSONNET ST STE 270,Houston,TX,770052192,"Psychiatry & Neurology, Psychiatry",Organization,https://www.thehartleyclinic.com/,"""The Hartley Clinic"" Houston TX mental health practice"
